ts_hour,Open,High,Low,Close,Volume,Dividends,Stock Splits,cnt_articles,sum_weighted,bucket_sentiment
2025-06-16 09:30:00-04:00,176.0749969482422,177.38209533691406,175.82000732421875,177.24490356445312,4288150,0.0,0.0,0.0,0.0,0.0
2025-06-16 10:30:00-04:00,177.27090454101562,177.73500061035156,176.77999877929688,177.08999633789062,2440801,0.0,0.0,1.0,0.8558021783828735,0.8558021783828735
2025-06-16 11:30:00-04:00,177.0800018310547,177.2899932861328,176.30499267578125,176.36500549316406,1426053,0.0,0.0,1.0,-0.5490623712539673,-0.5490623712539673
2025-06-16 12:30:00-04:00,176.4149932861328,177.22000122070312,176.32000732421875,176.99000549316406,1246964,0.0,0.0,0.0,0.0,0.0
2025-06-16 13:30:00-04:00,176.97999572753906,177.47999572753906,176.9250030517578,177.3800048828125,1171987,0.0,0.0,1.0,0.0,0.0
2025-06-16 14:30:00-04:00,177.3800048828125,178.125,177.29209899902344,177.90480041503906,1468822,0.0,0.0,1.0,0.0,0.0
2025-06-16 15:30:00-04:00,177.91000366210938,178.2100067138672,177.72999572753906,177.97000122070312,1875071,0.0,0.0,0.0,0.0,0.0
2025-06-17 09:30:00-04:00,177.00999450683594,177.9600067138672,175.94000244140625,177.22000122070312,3458610,0.0,0.0,0.0,0.0,0.0
2025-06-17 10:30:00-04:00,177.19000244140625,178.5500030517578,177.08999633789062,177.75999450683594,2221155,0.0,0.0,1.0,-0.5852133631706238,-0.5852133631706238
2025-06-17 11:30:00-04:00,177.77000427246094,178.5800018310547,177.6750030517578,178.41000366210938,1608336,0.0,0.0,1.0,0.0,0.0
2025-06-17 12:30:00-04:00,178.39999389648438,178.7100067138672,177.50999450683594,177.99000549316406,1389397,0.0,0.0,1.0,-0.8595404028892517,-0.8595404028892517
2025-06-17 13:30:00-04:00,177.97999572753906,178.27999877929688,177.17999267578125,177.4199981689453,1391223,0.0,0.0,2.0,0.8436837792396545,0.42184188961982727
2025-06-17 14:30:00-04:00,177.4250030517578,178.0,177.1199951171875,177.75999450683594,1165218,0.0,0.0,0.0,0.0,0.0
