ts_hour,Open,High,Low,Close,Volume,Dividends,Stock Splits,cnt_articles,sum_weighted,bucket_sentiment
2022-07-14 10:30,110.23999786376952,111.18000030517578,107.58000183105467,108.0500030517578,14352442,0.0,0.0,0.0,0.0,0.0
2022-07-14 11:30,108.04000091552734,109.43000030517578,107.79000091552734,109.18000030517578,6904671,0.0,0.0,0.0,0.0,0.0
2022-07-14 12:30,109.18000030517578,109.7699966430664,108.66999816894533,108.8499984741211,5753901,0.0,0.0,0.0,0.0,0.0
2022-07-14 13:30,108.8499984741211,109.61000061035156,108.51000213623048,109.58000183105467,3740866,0.0,0.0,0.0,0.0,0.0
2022-07-14 14:30,109.56999969482422,110.3499984741211,109.41000366210938,110.31220245361328,4583533,0.0,0.0,1.0,0.0,0.0
2022-07-14 15:30,110.31999969482422,110.68000030517578,109.83999633789062,110.52999877929688,5406322,0.0,0.0,0.0,0.0,0.0
2022-07-15 09:30,110.52999877929688,110.875,109.73999786376952,110.62000274658205,6090464,0.0,0.0,0.0,0.0,0.0
2022-07-15 10:30,112.5,113.83999633789062,111.58999633789062,113.20010375976562,20515397,0.0,0.0,1.0,0.0,0.0
2022-07-15 11:30,113.19499969482422,114.8000030517578,112.72000122070312,114.46029663085938,11416418,0.0,0.0,2.0,0.0,0.0
2022-07-15 12:30,114.45999908447266,114.73999786376952,113.93000030517578,114.3949966430664,8702398,0.0,0.0,0.0,0.0,0.0
2022-07-15 13:30,114.4000015258789,114.9499969482422,114.0,114.85890197753906,6037497,0.0,0.0,0.0,0.0,0.0
2022-07-15 14:30,114.8550033569336,115.58999633789062,114.83999633789062,115.375,7124329,0.0,0.0,0.0,0.0,0.0
2022-07-15 15:30,115.37339782714844,115.44000244140624,114.05999755859376,114.37419891357422,10066036,0.0,0.0,1.0,-0.583970308303833,-0.583970308303833
2022-07-16 09:30,114.37850189208984,114.43000030517578,112.8499984741211,113.56999969482422,10913649,0.0,0.0,0.0,0.0,0.0
2022-07-18 10:30,115.0,116.56999969482422,114.5500030517578,115.39689636230467,14880358,0.0,0.0,0.0,0.0,0.0
2022-07-18 11:30,115.37000274658205,116.47000122070312,114.88999938964844,116.45500183105467,6713318,0.0,0.0,1.0,0.0,0.0
2022-07-18 12:30,116.46499633789062,117.23999786376952,116.41500091552734,116.96649932861328,7649434,0.0,0.0,0.0,0.0,0.0
2022-07-18 13:30,116.95999908447266,117.04000091552734,116.12000274658205,116.58689880371094,5179871,0.0,0.0,1.0,0.0,0.0
2022-07-18 14:30,116.58000183105467,116.6500015258789,114.62999725341795,114.7300033569336,6715885,0.0,0.0,1.0,-0.5925066471099854,-0.5925066471099854
2022-07-18 15:30,114.70999908447266,114.8499984741211,113.70999908447266,113.87999725341795,6142061,0.0,0.0,0.0,0.0,0.0
2022-07-19 09:30,113.87000274658205,113.94989776611328,113.1500015258789,113.79000091552734,5853518,0.0,0.0,0.0,0.0,0.0
2022-07-19 10:30,115.6999969482422,115.88999938964844,114.02999877929688,115.2699966430664,12807786,0.0,0.0,0.0,0.0,0.0
2022-07-19 11:30,115.2750015258789,116.38999938964844,115.0,115.9800033569336,6769555,0.0,0.0,0.0,0.0,0.0
2022-07-19 12:30,115.9800033569336,117.13990020751952,115.88999938964844,117.08999633789062,5681576,0.0,0.0,0.0,0.0,0.0
2022-07-19 13:30,117.0979995727539,117.77999877929688,117.04000091552734,117.66000366210938,6074741,0.0,0.0,0.0,0.0,0.0
2022-07-19 14:30,117.66000366210938,118.9499969482422,117.6500015258789,117.9499969482422,8057138,0.0,0.0,0.0,0.0,0.0
2022-07-19 15:30,117.94989776611328,118.33000183105467,117.6500015258789,117.99500274658205,6152681,0.0,0.0,0.0,0.0,0.0
2022-07-20 09:30,117.98999786376952,118.4499969482422,117.58999633789062,118.19000244140624,7539810,0.0,0.0,0.0,0.0,0.0
2022-07-20 10:30,118.61499786376952,121.86000061035156,118.31999969482422,121.79000091552734,17028560,0.0,0.0,0.0,0.0,0.0
2022-07-20 11:30,121.77999877929688,123.12000274658205,121.55490112304688,122.33499908447266,15020749,0.0,0.0,0.0,0.0,0.0
2022-07-20 12:30,122.33999633789062,123.45999908447266,122.0500030517578,122.79000091552734,7818384,0.0,0.0,1.0,-0.8674623966217041,-0.8674623966217041
2022-07-20 13:30,122.77999877929688,123.4749984741211,121.3270034790039,122.34500122070312,8753052,0.0,0.0,4.0,1.3163717687129974,0.3290929421782493
2022-07-20 14:30,122.3499984741211,122.66000366210938,121.41999816894533,122.31999969482422,5492368,0.0,0.0,0.0,0.0,0.0
2022-07-20 15:30,122.29000091552734,123.33999633789062,122.13999938964844,123.0199966430664,6445449,0.0,0.0,2.0,0.0,0.0
