ts_hour,Open,High,Low,Close,Volume,Dividends,Stock Splits,cnt_articles,sum_weighted,bucket_sentiment
2025-06-16 09:30:00-04:00,143.34500122070312,144.88999938964844,143.20010375976562,144.47999572753906,44856735,0.0,0.0,0.0,0.0,0.0
2025-06-16 10:30:00-04:00,144.47500610351562,146.1750030517578,144.02000427246094,145.4698028564453,42997672,0.0,0.0,1.0,-0.8044304251670837,-0.8044304251670837
2025-06-16 11:30:00-04:00,145.4600067138672,146.05999755859375,145.4019012451172,145.9550018310547,17537399,0.0,0.0,1.0,0.0,0.0
2025-06-16 12:30:00-04:00,146.0,146.0399932861328,145.360107421875,145.625,15141052,0.0,0.0,0.0,0.0,0.0
2025-06-16 13:30:00-04:00,145.625,145.6999969482422,145.02999877929688,145.22999572753906,13046550,0.0,0.0,0.0,0.0,0.0
2025-06-16 14:30:00-04:00,145.2216033935547,145.25999450683594,144.7100067138672,144.97000122070312,15532334,0.0,0.0,1.0,0.9317301511764526,0.9317301511764526
2025-06-16 15:30:00-04:00,144.97500610351562,145.0,144.27000427246094,144.6699981689453,15755840,0.0,0.0,0.0,0.0,0.0
2025-06-17 09:30:00-04:00,144.875,145.22000122070312,144.0399932861328,144.3986053466797,35665612,0.0,0.0,1.0,-0.5508818030357361,-0.5508818030357361
2025-06-17 10:30:00-04:00,144.38999938964844,144.9499969482422,144.24000549316406,144.50999450683594,15413357,0.0,0.0,5.0,-0.83583003282547,-0.167166006565094
2025-06-17 11:30:00-04:00,144.50999450683594,145.1649932861328,144.22000122070312,145.02000427246094,15381526,0.0,0.0,0.0,0.0,0.0
2025-06-17 12:30:00-04:00,145.02000427246094,145.125,144.25,144.8300018310547,14502323,0.0,0.0,1.0,-0.5311029553413391,-0.5311029553413391
2025-06-17 13:30:00-04:00,144.82000732421875,145.07000732421875,143.9600067138672,144.17999267578125,16341184,0.0,0.0,0.0,0.0,0.0
2025-06-17 14:30:00-04:00,144.19000244140625,144.5,143.77999877929688,144.27609252929688,11499700,0.0,0.0,0.0,0.0,0.0
2025-06-17 15:30:00-04:00,144.27499389648438,144.74000549316406,144.00999450683594,144.0399932861328,12690439,0.0,0.0,0.0,0.0,0.0
2025-06-18 09:30:00-04:00,144.0050048828125,145.3300018310547,143.1199951171875,145.22000122070312,34846762,0.0,0.0,1.0,0.0,0.0
2025-06-18 10:30:00-04:00,145.22000122070312,145.6199951171875,144.8699951171875,144.99000549316406,18889032,0.0,0.0,0.0,0.0,0.0
2025-06-18 11:30:00-04:00,145.0500030517578,145.60000610351562,144.91000366210938,145.27999877929688,15092573,0.0,0.0,0.0,0.0,0.0
2025-06-18 12:30:00-04:00,145.27420043945312,145.60000610351562,145.08999633789062,145.13499450683594,9643794,0.0,0.0,2.0,0.6546905040740967,0.32734525203704834
2025-06-18 13:30:00-04:00,145.13499450683594,145.5,144.7100067138672,145.0500030517578,14648267,0.0,0.0,1.0,0.8455508947372437,0.8455508947372437
2025-06-18 14:30:00-04:00,145.0283966064453,145.27999877929688,143.91000366210938,144.17990112304688,21610193,0.0,0.0,0.0,0.0,0.0
2025-06-18 15:30:00-04:00,144.1699981689453,145.60000610351562,144.0800018310547,145.47000122070312,24050186,0.0,0.0,0.0,0.0,0.0
2025-06-20 09:30:00-04:00,145.43499755859375,146.1999969482422,144.10000610351562,144.625,67783997,0.0,0.0,2.0,-0.10415774583816528,-0.05207887291908264
2025-06-20 10:30:00-04:00,144.6300048828125,145.02999877929688,142.7100067138672,143.89990234375,31508786,0.0,0.0,1.0,-0.9403396248817444,-0.9403396248817444
2025-06-20 11:30:00-04:00,143.8780059814453,144.47000122070312,143.67999267578125,143.9550018310547,24548725,0.0,0.0,2.0,0.5108103156089783,0.25540515780448914
2025-06-20 12:30:00-04:00,143.9550018310547,144.33999633789062,143.452392578125,143.48500061035156,17667331,0.0,0.0,1.0,0.7092500329017639,0.7092500329017639
2025-06-20 13:30:00-04:00,143.49000549316406,144.27999877929688,143.22000122070312,144.15499877929688,12313905,0.0,0.0,2.0,-0.9721881151199341,-0.48609405755996704
2025-06-20 14:30:00-04:00,144.15499877929688,144.32000732421875,143.57179260253906,143.78990173339844,12939836,0.0,0.0,1.0,0.0,0.0
2025-06-20 15:30:00-04:00,143.7899932861328,143.97999572753906,143.13999938964844,143.77999877929688,17734749,0.0,0.0,0.0,0.0,0.0
2025-06-23 09:30:00-04:00,143.42999267578125,144.3000030517578,142.32000732421875,143.6300048828125,38498456,0.0,0.0,0.0,0.0,0.0
2025-06-23 10:30:00-04:00,143.63999938964844,144.2100067138672,143.52999877929688,143.80999755859375,16692515,0.0,0.0,1.0,0.426361620426178,0.426361620426178
2025-06-23 11:30:00-04:00,143.69500732421875,144.0500030517578,142.85000610351562,142.92999267578125,16739353,0.0,0.0,0.0,0.0,0.0
2025-06-23 12:30:00-04:00,142.92999267578125,144.44000244140625,142.02999877929688,144.4058074951172,24187562,0.0,0.0,1.0,0.5698845386505127,0.5698845386505127
2025-06-23 13:30:00-04:00,144.40499877929688,144.74000549316406,143.8800048828125,143.90989685058594,17966220,0.0,0.0,1.0,0.0,0.0
2025-06-23 14:30:00-04:00,143.91000366210938,144.38999938964844,143.75,143.84500122070312,11368715,0.0,0.0,0.0,0.0,0.0
2025-06-23 15:30:00-04:00,143.83999633789062,144.3699951171875,143.66180419921875,144.1750030517578,13348173,0.0,0.0,0.0,0.0,0.0
2025-06-24 09:30:00-04:00,145.86000061035156,147.89999389648438,145.69000244140625,147.02000427246094,57816010,0.0,0.0,1.0,-0.9516215920448303,-0.9516215920448303
2025-06-24 10:30:00-04:00,147.02000427246094,147.42999267578125,146.8000030517578,146.90499877929688,19347817,0.0,0.0,0.0,0.0,0.0
2025-06-24 11:30:00-04:00,146.91000366210938,147.1999969482422,146.5500030517578,147.1649932861328,18014469,0.0,0.0,0.0,0.0,0.0
2025-06-24 12:30:00-04:00,147.1649932861328,147.4499969482422,147.0,147.19500732421875,13836659,0.0,0.0,3.0,0.935355544090271,0.31178518136342365
2025-06-24 13:30:00-04:00,147.19000244140625,147.60000610351562,147.18499755859375,147.35009765625,12496972,0.0,0.0,0.0,0.0,0.0
2025-06-24 14:30:00-04:00,147.35499572753906,147.5399932861328,147.1699981689453,147.22850036621094,12406122,0.0,0.0,0.0,0.0,0.0
2025-06-24 15:30:00-04:00,147.22500610351562,147.9600067138672,147.18499755859375,147.8300018310547,18197811,0.0,0.0,0.0,0.0,0.0
2025-06-25 09:30:00-04:00,149.30999755859375,152.55999755859375,149.27999877929688,152.2050018310547,87631761,0.0,0.0,3.0,1.5186405181884766,0.5062135060628256
2025-06-25 10:30:00-04:00,152.2050018310547,153.0,151.52999877929688,152.0500030517578,34570654,0.0,0.0,2.0,1.3963921666145325,0.6981960833072662
2025-06-25 11:30:00-04:00,152.04299926757812,152.1999969482422,151.38999938964844,152.14129638671875,17980007,0.0,0.0,2.0,1.3997626602649689,0.6998813301324844
2025-06-25 12:30:00-04:00,152.14500427246094,153.92999267578125,151.97000122070312,153.89999389648438,29544691,0.0,0.0,1.0,0.0,0.0
2025-06-25 13:30:00-04:00,153.90589904785156,154.00999450683594,153.18020629882812,153.9322967529297,25802407,0.0,0.0,0.0,0.0,0.0
2025-06-25 14:30:00-04:00,153.94000244140625,154.42999267578125,153.36000061035156,153.75439453125,27432674,0.0,0.0,2.0,0.9245012402534485,0.46225062012672424
2025-06-25 15:30:00-04:00,153.75,154.41000366210938,153.33999633789062,154.30999755859375,24556634,0.0,0.0,0.0,0.0,0.0
2025-06-26 09:30:00-04:00,155.3800048828125,156.47000122070312,154.03500366210938,156.44859313964844,71476728,0.0,0.0,1.0,0.9151990413665771,0.9151990413665771
2025-06-26 10:30:00-04:00,156.44500732421875,156.71499633789062,154.7899932861328,154.95989990234375,29246134,0.0,0.0,0.0,0.0,0.0
